station_id,rows,errors,support_empty,false_negatives_empty,support_full,false_negatives_full,false_positives_empty,false_positives_full,error_rate,recall_empty,recall_full,critical_support,critical_false_negatives,critical_false_negative_rate,station_number,station_name,address,latitude,longitude,capacity,enough_support_empty,enough_support_full
27,1436,161,233,78,0,0,83,0,0.11211699164345404,0.6652360515021459,,233,78,0.33476394849785407,24,Palacio de Oriente,Calle Carlos III nº 1,40.417908,-3.710692,24,True,False
6,1436,157,242,77,1,1,78,1,0.10933147632311978,0.6818181818181819,0.0,243,78,0.32098765432098764,5,Fuencarral,Calle Fuencarral nº 108,40.42852,-3.70205,27,True,False
64,1436,156,199,57,42,20,51,28,0.10863509749303621,0.7135678391959799,0.5238095238095238,241,77,0.31950207468879666,60,Plaza de la Independencia,Plaza de la Independencia nº 6,40.419752,-3.688398,24,True,True
145,1436,156,186,62,22,15,65,14,0.10863509749303621,0.6666666666666667,0.31818181818181823,208,77,0.3701923076923077,151,Orense 12,Calle Orense nº 12,40.4489101,-3.6952943,24,True,True
161,1436,152,240,77,0,0,75,0,0.10584958217270195,0.6791666666666667,,240,77,0.32083333333333336,129,José Abascal,Calle José Abascal nº 33,40.4383865,-3.6982353,24,True,False
163,1436,152,176,75,3,1,75,1,0.10584958217270195,0.5738636363636364,0.6666666666666667,179,76,0.4245810055865922,126,General Álvarez de Castro,Calle del General Álvarez de Castro nº 1,40.4344731,-3.7015686,24,True,False
13,1436,133,147,73,4,3,54,3,0.09261838440111421,0.5034013605442177,0.25,151,76,0.5033112582781457,12,San Hermenegildo,Calle San Bernardo nº 85,40.4284246,-3.7061931,24,True,False
5,1436,153,286,74,1,1,77,1,0.10654596100278552,0.7412587412587412,0.0,287,75,0.2613240418118467,4,Malasaña,Calle Manuela Malasaña nº 5,40.4285524,-3.7025875,24,True,False
17,1436,154,225,70,6,4,74,6,0.10724233983286909,0.6888888888888889,0.33333333333333337,231,74,0.3203463203463203,16,San Bernardo,Calle San Bernardo nº 22,40.4230721,-3.7075065,21,True,False
202,1436,150,246,72,2,2,74,2,0.10445682451253482,0.7073170731707317,0.0,248,74,0.29838709677419356,194,Avenida de América 2,Calle Francisco Silvela nº 86,40.43725,-3.6772222,24,True,False
270,1436,167,306,72,0,0,94,1,0.11629526462395544,0.7647058823529411,,306,72,0.23529411764705882,247,Zurbano,Calle Zurbano nº 90,40.43837,-3.69281,24,True,False
19,1436,146,236,68,7,4,68,6,0.10167130919220056,0.711864406779661,0.4285714285714286,243,72,0.2962962962962963,18,Plaza de Pedro Zerolo,Plaza de Pedro Zerolo nº 1,40.4207773,-3.6996502,24,True,False
232,1436,141,71,48,137,24,27,42,0.09818941504178273,0.323943661971831,0.8248175182481752,208,72,0.34615384615384615,224,Caramuel,Calle Caramuel nº 51,40.40913630273305,-3.728533714316331,24,True,True
169,1436,135,169,68,6,4,59,4,0.09401114206128133,0.5976331360946745,0.33333333333333337,175,72,0.4114285714285714,124,Manuel Silvela,Calle Manuel Silvela nº 20,40.4309524,-3.6993465,24,True,False
212,1436,162,262,71,4,0,90,1,0.11281337047353761,0.7290076335877862,1.0,266,71,0.2669172932330827,204,Cuatro Caminos 2,Calle Doctor Santero nº 1,40.4476666,-3.7041666,24,True,False
108,1436,155,267,55,52,16,55,29,0.10793871866295264,0.7940074906367041,0.6923076923076923,319,71,0.2225705329153605,103,Ortega y Gasset,Calle José Ortega y Gasset nº 4,40.43037,-3.68653,24,True,True
220,1436,121,62,44,112,27,18,32,0.08426183844011143,0.29032258064516125,0.7589285714285714,174,71,0.40804597701149425,212,Marqués de Vadillo,Glorieta Marqués de Vadillo nº 9,40.398247,-3.716591,24,True,True
9,1436,152,274,60,32,10,66,16,0.10584958217270195,0.781021897810219,0.6875,306,70,0.22875816993464052,8,Alonso Martínez,Plaza de Alonso Martínez nº 5,40.4278682,-3.6954403,24,True,True
41,1436,145,97,46,85,24,36,40,0.100974930362117,0.5257731958762887,0.7176470588235294,182,70,0.38461538461538464,37,Plaza de San Francisco,Plaza de San Francisco nº 5,40.4108,-3.714113,24,True,True
46,1436,155,144,52,60,17,55,31,0.10793871866295264,0.6388888888888888,0.7166666666666667,204,69,0.3382352941176471,42,Santa Isabel,Calle Atocha nº 95,40.4107085,-3.6982318,24,True,True
12,1436,150,295,69,0,0,81,0,0.10445682451253482,0.7661016949152543,,295,69,0.23389830508474577,11,San Andrés,Calle San Andrés nº 18,40.4269483,-3.7035918,24,True,False
47,1436,147,281,66,7,2,73,6,0.10236768802228412,0.7651245551601423,0.7142857142857143,288,68,0.2361111111111111,43,Jesús y María,Calle Lavapiés nº 34,40.4101564,-3.7025024,24,True,False
59,1436,133,163,59,17,9,52,13,0.09261838440111421,0.6380368098159509,0.47058823529411764,180,68,0.37777777777777777,55,Plaza de San Ildefonso,Plaza de San Ildefonso,40.4239757,-3.7020842,24,True,False
8,1436,138,344,65,3,2,69,2,0.09610027855153204,0.811046511627907,0.33333333333333337,347,67,0.1930835734870317,7,Hortaleza,Calle Hortaleza nº 75,40.4251906,-3.6977715,21,True,False
149,1436,129,123,63,10,3,58,5,0.08983286908077995,0.4878048780487805,0.7,133,66,0.49624060150375937,132,Glorieta de los Cuatro Caminos,Calle Santa Engracia nº 168,40.4463667,-3.7036675,24,True,False
204,1436,120,119,66,3,0,53,1,0.08356545961002786,0.4453781512605042,1.0,122,66,0.5409836065573771,196,Prosperidad,Calle Suero de Quiñones nº 2,40.4441388,-3.6751388,24,True,False
78,1436,107,99,61,8,5,36,5,0.0745125348189415,0.38383838383838387,0.375,107,66,0.616822429906542,74,Puerta del Pacífico ,Avenida de Menéndez Pelayo nº 73,40.4117627,-3.6766813,24,True,False
150,1436,132,209,65,0,0,67,0,0.09192200557103064,0.6889952153110048,,209,65,0.31100478468899523,133,Raimundo Fernández,Calle Raimundo Fernández Villaverde nº 33,40.447125,-3.7001669,24,True,False
235,1436,132,49,38,149,27,24,43,0.09192200557103064,0.22448979591836737,0.8187919463087249,198,65,0.3282828282828283,228,San Delfín,Calle San Delfín nº 9,40.39440607959559,-3.708042972844556,24,True,True
43,1436,119,51,27,70,37,17,38,0.08286908077994429,0.47058823529411764,0.4714285714285714,121,64,0.5289256198347108,39,Plaza de la Cebada,Plaza de la Cebada nº 16 ,40.4112744,-3.7088337,27,True,True
11,1436,120,369,59,5,4,52,5,0.08356545961002786,0.8401084010840109,0.19999999999999996,374,63,0.16844919786096257,10,Marqués de la Ensenada,Calle Marqués de la Ensenada nº 16,40.42533,-3.69214,24,True,False
253,1436,134,130,50,43,12,51,21,0.09331476323119778,0.6153846153846154,0.7209302325581395,173,62,0.3583815028901734,245,Galileo,Calle Galileo nº 63,40.4364,-3.71019,24,True,True
170,1436,110,106,55,8,6,42,7,0.0766016713091922,0.4811320754716981,0.25,114,61,0.5350877192982456,144,Juan Bravo 50,Calle Juan Bravo nº 50,40.4323655,-3.6758555,24,True,False
96,1436,121,352,60,0,0,61,0,0.08426183844011143,0.8295454545454546,,352,60,0.17045454545454544,91,Príncipe de Vergara,Calle Hermosilla nº 70,40.426134,-3.6787441,24,True,False
251,1436,120,144,60,0,0,60,0,0.08356545961002786,0.5833333333333333,,144,60,0.4166666666666667,243,Cartagena,Calle Cartagena nº 34,40.43503,-3.67012,24,True,False
206,1436,119,242,56,14,4,55,4,0.08286908077994429,0.768595041322314,0.7142857142857143,256,60,0.234375,198,Rubén Darío,Glorieta Rubén Darío 2,40.4331111,-3.6915555,24,True,False
3,1436,122,224,58,0,0,63,1,0.08495821727019498,0.7410714285714286,,224,58,0.25892857142857145,2,Miguel Moya,Calle Miguel Moya nº 1,40.4205886,-3.7058415,24,True,False
91,1436,121,210,50,22,8,47,16,0.08426183844011143,0.7619047619047619,0.6363636363636364,232,58,0.25,86,Cibeles,Plaza Cibeles,40.4186516,-3.6933498,21,True,True
18,1436,120,193,58,0,0,62,0,0.08356545961002786,0.6994818652849741,,193,58,0.3005181347150259,17,Carlos Cambronero,Plaza de Carlos Cambronero nº 2,40.4232649,-3.7038312,24,True,False
130,1436,113,245,54,3,3,52,4,0.0786908077994429,0.7795918367346939,0.0,248,57,0.22983870967741934,122,Santa Engracia 14,Calle Santa Engracia nº 14,40.4291992,-3.6967169,24,True,False
183,1436,100,112,57,0,0,43,0,0.06963788300835655,0.4910714285714286,,112,57,0.5089285714285714,175,Jaime el Conquistador,Calle Jaime el Conquistador nº 30,40.3962222,-3.6983055,21,True,False
208,1436,98,84,51,10,6,32,9,0.06824512534818941,0.3928571428571429,0.4,94,57,0.6063829787234043,200,Quevedo,Glorieta de Quevedo nº 5,40.4336944,-3.7046666,24,True,False
203,1436,123,442,56,0,0,67,0,0.08565459610027855,0.8733031674208145,,442,56,0.12669683257918551,195,Avenida de América 1,Calle Padre Indalecio Hernández nº 1,40.4392222,-3.6754444,24,True,False
40,1436,109,214,54,9,2,50,3,0.07590529247910864,0.7476635514018692,0.7777777777777778,223,56,0.25112107623318386,36,Plaza Ramales,Plaza de Ramales,40.4168,-3.71183,24,True,False
42,1436,129,57,23,121,32,19,55,0.08983286908077995,0.5964912280701755,0.7355371900826446,178,55,0.3089887640449438,38,Plaza de los Carros,Carrera de San Francisco nº 1,40.4114041,-3.7114762,24,True,True
154,1436,123,144,48,12,7,58,10,0.08565459610027855,0.6666666666666667,0.41666666666666663,156,55,0.3525641025641026,138,Paseo de la Castellana con Raimundo Fernández,Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,40.4457414,-3.6917932,24,True,False
25,1436,118,218,54,3,1,61,2,0.08217270194986072,0.7522935779816513,0.6666666666666667,221,55,0.248868778280543,22,Jacometrezo,Calle Jacometrezo nº 3,40.4200783,-3.7065376,24,True,False
52,1436,109,96,49,14,6,44,10,0.07590529247910864,0.48958333333333337,0.5714285714285714,110,55,0.5,48,Embajadores 2,Glorieta de Embajadores nº 2,40.4056107,-3.7022591,24,True,False
249,1436,109,229,55,0,0,54,0,0.07590529247910864,0.759825327510917,,229,55,0.24017467248908297,241,Camilo José Cela,Avenida de Camilo José Cela nº 23,40.4378,-3.66779,24,True,False
45,1436,98,69,39,25,16,27,16,0.06824512534818941,0.4347826086956522,0.36,94,55,0.5851063829787234,41,Antón Martín,Calle Atocha nº 54,40.4122047,-3.6991147,18,True,True
21,1436,122,515,54,0,0,68,0,0.08495821727019498,0.8951456310679612,,515,54,0.10485436893203884,20a,Banco de España A,Calle Alcalá nº 49,40.4192342,-3.6954615,30,True,False
95,1436,115,188,40,34,14,46,15,0.08008356545961003,0.7872340425531915,0.5882352941176471,222,54,0.24324324324324326,90,General Pardiñas,Calle Goya nº 18,40.4250361,-3.6837876,30,True,True
48,1436,110,121,41,58,13,38,18,0.0766016713091922,0.6611570247933884,0.7758620689655172,179,54,0.3016759776536313,44,Plaza de Nelson Mandela,Calle Mesón de Paredes nº 35,40.4097617,-3.7040666,21,True,True
124,1436,106,144,52,4,2,50,2,0.07381615598885793,0.6388888888888888,0.5,148,54,0.36486486486486486,116b,Plaza de España B,Calle Princesa nº 5,40.423681,-3.710537,24,True,False
213,1436,112,125,47,22,6,46,13,0.07799442896935933,0.624,0.7272727272727273,147,53,0.36054421768707484,205,Estrecho,Calle Navarra nº 1,40.4535,-3.7032777,24,True,True
32,1436,111,217,51,6,2,49,9,0.07729805013927576,0.7649769585253456,0.6666666666666667,223,53,0.23766816143497757,28,Sevilla,Calle Alcalá nº 27,40.4181518,-3.6984368,24,True,False
109,1436,118,238,41,30,11,48,18,0.08217270194986072,0.8277310924369747,0.6333333333333333,268,52,0.19402985074626866,104,Castellana,Paseo de la Castellana nº 4,40.42677,-3.68958,21,True,True
153,1436,105,115,50,3,2,51,2,0.07311977715877438,0.5652173913043479,0.33333333333333337,118,52,0.4406779661016949,134,Agustín de Betancourt,Calle María de Guzmán nº 58,40.4440297,-3.6956047,24,True,False
218,1436,103,663,52,0,0,51,0,0.07172701949860724,0.9215686274509804,,663,52,0.0784313725490196,210,Tres Cruces,Calle Tres Cruces nº 7,40.419674,-3.7026735,27,True,False
198,1436,102,215,50,10,2,47,3,0.07103064066852367,0.7674418604651163,0.8,225,52,0.2311111111111111,190,Velázquez-Diego de León,Calle Velázquez nº 91,40.4343333,-3.6835833,24,True,False
113,1436,115,258,44,23,7,51,13,0.08008356545961003,0.8294573643410853,0.6956521739130435,281,51,0.18149466192170818,107,Columela,Calle Serrano nº 8,40.4215246,-3.6884369,24,True,True
110,1436,111,262,47,20,4,49,11,0.07729805013927576,0.8206106870229007,0.8,282,51,0.18085106382978725,105,Serrano,Calle Serrano nº 54,40.42699,-3.68745,24,True,True
187,1436,111,14,10,136,41,4,56,0.07729805013927576,0.2857142857142857,0.6985294117647058,150,51,0.34,179,Puente de Vallecas,Avenida de la Albufera nº 6,40.3979722,-3.66925,24,False,True
162,1436,109,222,40,20,11,46,12,0.07590529247910864,0.8198198198198199,0.44999999999999996,242,51,0.21074380165289255,140,Velázquez 130,Calle Velázquez nº 130,40.4385127,-3.6831578,27,True,True
167,1436,106,224,46,11,5,47,8,0.07381615598885793,0.7946428571428572,0.5454545454545454,235,51,0.2170212765957447,142,Castellana 42,Paseo de la Castellana nº 42,40.4334087,-3.6879154,24,True,False
194,1436,102,158,51,0,0,51,0,0.07103064066852367,0.6772151898734178,,158,51,0.3227848101265823,186,General Pardiñas,Calle General Pardiñas nº 56,40.4290555,-3.6782777,24,True,False
98,1436,107,283,49,0,0,58,0,0.0745125348189415,0.8268551236749117,,283,49,0.17314487632508835,93,Plaza de Colón,Calle Goya nº 1,40.4257046,-3.6893698,24,True,False
114,1436,97,124,49,0,0,48,0,0.06754874651810584,0.6048387096774194,,124,49,0.3951612903225806,108,Mártires Concepcionistas,Calle Mártires Concepcionistas nº 2,40.4273005,-3.6706024,27,True,False
10,1436,95,165,46,7,3,43,3,0.06615598885793872,0.7212121212121212,0.5714285714285714,172,49,0.28488372093023256,9,Plaza de San Miguel,Plaza de San Miguel nº 9,40.4156057,-3.7095084,24,True,False
74,1436,94,91,47,7,2,42,3,0.06545961002785515,0.48351648351648346,0.7142857142857143,98,49,0.5,70,Puerta del Doce de Octubre,Avenida de Menéndez Pelayo nº 63,40.4153053,-3.6779232,24,True,False
175,1436,93,67,38,31,10,24,21,0.06476323119777158,0.4328358208955224,0.6774193548387097,98,48,0.4897959183673469,167,Segovia 45,Calle Segovia nº 45,40.413736,-3.717487,24,True,True
62,1436,88,83,39,17,9,31,9,0.06128133704735376,0.5301204819277108,0.47058823529411764,100,48,0.48,58,Augusto Figueroa,Calle Augusto Figueroa nº 33,40.4222862,-3.697895,24,True,False
139,1436,85,74,45,5,3,34,3,0.059192200557103065,0.3918918918918919,0.4,79,48,0.6075949367088608,155,San Germán 57,Calle San Germán nº 57,40.4572824,-3.7009675,24,True,False
158,1436,96,201,47,0,0,49,0,0.06685236768802229,0.7661691542288558,,201,47,0.23383084577114427,135,Plaza de San Juan de la Cruz,Plaza de San Juan de la Cruz nº 11,40.4415974,-3.6927821,24,True,False
247,1436,95,93,44,11,3,35,13,0.06615598885793872,0.5268817204301075,0.7272727272727273,104,47,0.4519230769230769,239,Francos Rodríguez,Calle Francos Rodríguez nº 62,40.45673408797698,-3.708002730875242,24,True,False
30,1436,94,201,45,5,2,44,3,0.06545961002785515,0.7761194029850746,0.6,206,47,0.22815533980582525,26,Plaza de las Salesas,Plaza de las Salesas 7,40.423855,-3.694475,24,True,False
26,1436,93,113,44,8,3,41,5,0.06476323119777158,0.6106194690265487,0.625,121,47,0.3884297520661157,23,Santo Domingo,Plaza de Santo Domingo nº 1,40.4202834,-3.7081246,24,True,False
236,1436,103,41,19,109,27,13,44,0.07172701949860724,0.5365853658536586,0.7522935779816513,150,46,0.30666666666666664,227,Concordia,Calle Arroyo del Olivar nº 6,40.39382977920336,-3.665936242935637,24,True,True
200,1436,101,159,46,0,0,55,0,0.07033426183844012,0.7106918238993711,,159,46,0.2893081761006289,192,Avenida de los Toreros,Avenida de los Toreros nº 3,40.4318611,-3.6714166,27,True,False
38,1436,100,540,41,10,5,49,5,0.06963788300835655,0.924074074074074,0.5,550,46,0.08363636363636363,34,Jacinto Benavente,Plaza de Jacinto Benavente,40.4146755,-3.7036825,24,True,False
112,1436,90,197,41,12,5,38,6,0.06267409470752089,0.7918781725888324,0.5833333333333333,209,46,0.22009569377990432,106b,Colón B,Calle Serrano nº 34,40.424963,-3.687745,18,True,False
244,1436,87,31,24,45,22,21,20,0.060584958217270196,0.22580645161290325,0.5111111111111111,76,46,0.6052631578947368,236,Paseo Imperial,Paseo Imperial nº 20,40.40765396169372,-3.7172213778842007,24,True,True
226,1436,102,47,19,82,26,12,45,0.07103064066852367,0.5957446808510638,0.6829268292682926,129,45,0.3488372093023256,218,Camino Vinateros,Calle Camino de los Vinateros nº 28,40.41053,-3.65779,24,True,True
252,1436,101,235,36,17,9,33,23,0.07033426183844012,0.8468085106382979,0.47058823529411764,252,45,0.17857142857142858,244,Hospital Clínico,Calle Isaac Peral nº 44,40.44003,-3.71757,24,True,False
199,1436,92,119,45,0,0,47,0,0.06406685236768803,0.6218487394957983,,119,45,0.37815126050420167,191,Diego de león,Calle Alonso Heredia nº 1,40.4346388,-3.674,18,True,False
224,1436,92,17,12,89,33,8,39,0.06406685236768803,0.2941176470588235,0.6292134831460674,106,45,0.42452830188679247,216,Puerta del Ángel,Plaza Puerta del Ángel nº 4,40.413764,-3.728318,24,False,True
189,1436,83,66,39,15,6,30,8,0.057799442896935935,0.40909090909090906,0.6,81,45,0.5555555555555556,181,Retiro-Ibiza,Calle Ibiza nº 18,40.41825,-3.6766111,27,True,False
37,1436,95,675,42,8,2,48,3,0.06615598885793872,0.9377777777777778,0.75,683,44,0.06442166910688141,33,Carretas,Calle Carretas nº 8,40.4165039,-3.7030833,21,True,False
39,1436,91,77,38,14,6,38,9,0.06337047353760446,0.5064935064935066,0.5714285714285714,91,44,0.4835164835164835,35,Plaza del Cordón,Plaza del Cordón,40.4141931,-3.7103285,24,True,False
36,1436,87,29,9,71,35,5,38,0.060584958217270196,0.6896551724137931,0.5070422535211268,100,44,0.44,32,Plaza de la Provincia,Plaza de la Provincia nº 1,40.4150099,-3.7061032,18,True,True
54,1436,86,96,44,0,0,42,0,0.05988857938718663,0.5416666666666667,,96,44,0.4583333333333333,50,Museo Reina Sofía,Calle Santa Isabel nº 57,40.4083684,-3.6933463,24,True,False
201,1436,84,115,44,1,0,39,1,0.0584958217270195,0.6173913043478261,1.0,116,44,0.3793103448275862,193,Ventas,Avenida de los Toreros nº 49,40.4324722,-3.6655555,27,True,False
209,1436,84,94,44,0,0,40,0,0.0584958217270195,0.5319148936170213,,94,44,0.46808510638297873,201,Canal,Calle José Abascal frente al nº 2,40.4386944,-3.7038333,24,True,False
181,1436,102,16,12,172,31,13,46,0.07103064066852367,0.25,0.8197674418604651,188,43,0.22872340425531915,173,Puente Praga,Paseo de la Esperanza nº 59,40.3981798,-3.7023918,24,False,True
192,1436,91,89,39,8,4,44,4,0.06337047353760446,0.5617977528089888,0.5,97,43,0.44329896907216493,184,Marqués de Zafra,Paseo Marqués de Zafra nº 24,40.426,-3.6653055,24,True,False
166,1436,84,123,39,5,4,40,2,0.0584958217270195,0.6829268292682926,0.19999999999999996,128,43,0.3359375,143,Diego de León 52,Calle Diego de León nº 52,40.4345973,-3.678492,24,True,False
178,1436,77,37,28,61,15,15,19,0.05362116991643454,0.2432432432432432,0.7540983606557377,98,43,0.4387755102040816,170,Paseo de la Esperanza,Paseo de la Esperanza nº 21,40.401,-3.7043611,24,True,True
240,1436,88,78,40,12,2,41,5,0.06128133704735376,0.4871794871794872,0.8333333333333334,90,42,0.4666666666666667,232,José María Pereda,Calle José María de Pereda nº 1,40.43272086245887,-3.6485306152875134,24,True,False
103,1436,87,113,35,10,7,33,12,0.060584958217270196,0.6902654867256637,0.30000000000000004,123,42,0.34146341463414637,98,Plaza de Felipe II,Plaza de Felipe II,40.4239447,-3.6758383,24,True,False
66,1436,81,156,38,6,4,33,6,0.056406685236768804,0.7564102564102564,0.33333333333333337,162,42,0.25925925925925924,62,O'Donnell,Calle O'Donnell nº 50,40.4213148,-3.6724968,24,True,False
168,1436,84,60,34,21,7,31,12,0.0584958217270195,0.43333333333333335,0.6666666666666667,81,41,0.5061728395061729,127,Fernando el Católico,Calle Fernando el Católico nº 19,40.4338516,-3.708439,24,True,True
94,1436,82,112,40,2,1,41,1,0.057103064066852366,0.6428571428571428,0.5,114,41,0.35964912280701755,89,Conde Peñalver,Calle Ayala nº 102,40.4272582,-3.6752024,24,True,False
77,1436,77,39,24,35,17,21,15,0.05362116991643454,0.3846153846153846,0.5142857142857142,74,41,0.5540540540540541,73,Plaza de los Astros,Avenida de Nazaret nº 7,40.4114475,-3.6689089,24,True,True
131,1436,75,76,38,4,3,31,3,0.05222841225626741,0.5,0.25,80,41,0.5125,123,Guzmán el Bueno,Calle Guzmán el Bueno nº 1,40.4306458,-3.7133412,24,True,False
90,1436,71,64,38,3,3,29,1,0.04944289693593315,0.40625,0.0,67,41,0.6119402985074627,85,Puerta de Madrid,Avenida de Menéndez Pelayo esquina calle O'Donnell,40.421501,-3.680008,27,True,False
221,1436,93,9,6,152,34,4,49,0.06476323119777158,0.33333333333333337,0.7763157894736842,161,40,0.2484472049689441,213,Glorieta de Cádiz,Calle Antonio López nº 129,40.38895,-3.70017,24,False,True
171,1436,82,84,39,1,1,41,1,0.057103064066852366,0.5357142857142857,0.0,85,40,0.47058823529411764,145,Ortega y Gasset 87,Calle Ortega y Gasset nº 87,40.429887,-3.6712823,24,True,False
215,1436,77,95,39,6,1,36,1,0.05362116991643454,0.5894736842105264,0.8333333333333334,101,40,0.39603960396039606,207,Remonta,Calle Azucenas nº 1,40.4630277,-3.6973333,18,True,False
186,1436,86,19,11,91,28,9,38,0.05988857938718663,0.42105263157894735,0.6923076923076923,110,39,0.35454545454545455,178,Junta Municipal Retiro,Calle León Gil de Palacio nº 3,40.4029202,-3.6788343,24,False,True
177,1436,85,41,21,41,18,21,25,0.059192200557103065,0.4878048780487805,0.5609756097560976,82,39,0.47560975609756095,169,Pirámides,Calle Toledo nº 181,40.4016111,-3.7138055,24,True,True
81,1436,76,36,21,59,17,11,27,0.052924791086350974,0.41666666666666663,0.711864406779661,95,38,0.4,77,Conde de Casal,Plaza del Conde de Casal nº 8,40.40635,-3.670422,22,True,True
116,1436,76,102,32,11,6,33,5,0.052924791086350974,0.6862745098039216,0.4545454545454546,113,38,0.336283185840708,110,Moncloa,Paseo de Moret nº 2,40.4347895,-3.7200845,24,True,False
146,1436,76,121,29,18,9,22,16,0.052924791086350974,0.7603305785123967,0.5,139,38,0.2733812949640288,149,Paseo de la Habana 42,Paseo de la Habana nº 42,40.4498613,-3.6881689,24,True,False
44,1436,83,53,21,43,16,21,25,0.057799442896935935,0.6037735849056604,0.627906976744186,96,37,0.3854166666666667,40,Conde de Romanones,Plaza del Conde de Romanones nº 9,40.4138846,-3.7049407,24,True,True
83,1436,82,26,17,85,20,16,29,0.057103064066852366,0.34615384615384615,0.7647058823529411,111,37,0.3333333333333333,79,Puerta de Granada,Avenida de Menéndez Pelayo nº 38,40.4051451,-3.6803874,24,True,True
69,1436,81,125,23,25,14,24,20,0.056406685236768804,0.8160000000000001,0.43999999999999995,150,37,0.24666666666666667,65,Antonio Maura,Calle Antonio Maura nº 15,40.4166834,-3.6894193,24,True,True
134,1436,81,41,23,42,14,17,27,0.056406685236768804,0.4390243902439024,0.6666666666666667,83,37,0.4457831325301205,163,Paseo de la Esperanza,Paseo de la Esperanza nº 2,40.4035988,-3.7064516,21,True,True
79,1436,78,25,15,66,22,11,30,0.054317548746518104,0.4,0.6666666666666667,91,37,0.4065934065934066,75,Menéndez Pelayo,Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,40.4082805,-3.6784838,24,True,True
135,1436,75,14,10,66,27,7,31,0.05222841225626741,0.2857142857142857,0.5909090909090908,80,37,0.4625,165,Entrada Matadero,Paseo de la Chopera nº 14,40.3928821,-3.6975708,27,False,True
156,1436,75,696,37,0,0,36,2,0.05222841225626741,0.9468390804597702,,696,37,0.05316091954022988,131,Bravo Murillo 44,Calle Bravo Murillo nº 44,40.4418402,-3.7040344,24,True,False
51,1436,73,51,25,28,12,21,15,0.05083565459610028,0.5098039215686274,0.5714285714285714,79,37,0.46835443037974683,47,Embajadores 1,Glorieta de Embajadores nº 6,40.4047851,-3.7028265,24,True,True
104,1436,73,125,36,2,1,35,1,0.05083565459610028,0.712,0.5,127,37,0.29133858267716534,99,Alcántara,Calle Alcántara nº 2,40.4261851,-3.6738714,24,True,False
86,1436,70,84,36,3,1,31,2,0.04874651810584958,0.5714285714285714,0.6666666666666667,87,37,0.42528735632183906,81,Cuesta de Moyano,Cuesta de Claudio Moyano,40.409297,-3.691987,24,True,False
14,1436,82,68,32,12,4,33,13,0.057103064066852366,0.5294117647058824,0.6666666666666667,80,36,0.45,13,Conde Duque,Calle Conde Duque nº 22,40.4273264,-3.7104417,24,True,False
193,1436,74,106,36,0,0,38,0,0.05153203342618384,0.6603773584905661,,106,36,0.33962264150943394,185,Quinta Fuente del Berro,Calle Sancho Dávila esquina Paseo Marqués de Zafra,40.4250833,-3.6615277,24,True,False
115,1436,73,139,29,11,7,25,12,0.05083565459610028,0.7913669064748201,0.36363636363636365,150,36,0.24,109,Marqués de Salamanca,Calle José Ortega y Gasset nº 30,40.4300481,-3.6816402,24,True,False
